Matricula;Cod;Data Inicio;Hora Inicio;Data Fim;Hora Fim
028544;0;01/01/2025;00:00;30/01/2025;24:00
017765;0;01/01/2025;00:00;30/01/2025;24:00
028529;0;01/01/2025;00:00;30/01/2025;24:00
029896;0;01/01/2025;00:00;30/01/2025;24:00
030970;0;01/01/2025;00:00;30/01/2025;24:00
028533;0;01/01/2025;00:00;30/01/2025;24:00
031785;0;01/01/2025;00:00;30/01/2025;24:00
016262;0;01/01/2025;00:00;30/01/2025;24:00
031786;0;01/01/2025;00:00;30/01/2025;24:00
028525;0;01/01/2025;00:00;30/01/2025;24:00
030599;0;01/01/2025;00:00;30/01/2025;24:00
031511;0;01/01/2025;00:00;30/01/2025;24:00
028527;0;01/01/2025;00:00;30/01/2025;24:00
031054;0;01/01/2025;00:00;30/01/2025;24:00
030965;0;01/01/2025;00:00;30/01/2025;24:00
029905;0;01/01/2025;00:00;30/01/2025;24:00
031474;0;01/01/2025;00:00;30/01/2025;24:00
031764;0;01/01/2025;00:00;30/01/2025;24:00
028523;0;01/01/2025;00:00;30/01/2025;24:00
032240;0;01/01/2025;00:00;30/01/2025;24:00
028534;0;01/01/2025;00:00;30/01/2025;24:00
032237;0;01/01/2025;00:00;30/01/2025;24:00
028528;0;01/01/2025;00:00;30/01/2025;24:00
030995;0;01/01/2025;00:00;30/01/2025;24:00
032907;0;01/01/2025;00:00;30/01/2025;24:00
032239;0;01/01/2025;00:00;30/01/2025;24:00
031479;0;01/01/2025;00:00;30/01/2025;24:00
032214;0;01/01/2025;00:00;30/01/2025;24:00
022645;0;01/01/2025;00:00;30/01/2025;24:00
031053;0;01/01/2025;00:00;30/01/2025;24:00
028535;0;01/01/2025;00:00;30/01/2025;24:00
023331;0;01/01/2025;00:00;30/01/2025;24:00
029826;0;01/01/2025;00:00;30/01/2025;24:00
019547;0;01/01/2025;00:00;30/01/2025;24:00
031473;0;01/01/2025;00:00;30/01/2025;24:00
032245;0;01/01/2025;00:00;30/01/2025;24:00
033283;0;01/01/2025;00:00;30/01/2025;24:00
029889;0;01/01/2025;00:00;30/01/2025;24:00
028539;0;01/01/2025;00:00;30/01/2025;24:00
031771;0;01/01/2025;00:00;30/01/2025;24:00
032215;0;01/01/2025;00:00;30/01/2025;24:00
005503;0;01/01/2025;00:00;30/01/2025;24:00
030975;0;01/01/2025;00:00;30/01/2025;24:00
028526;0;01/01/2025;00:00;30/01/2025;24:00
032236;0;01/01/2025;00:00;30/01/2025;24:00
029899;0;01/01/2025;00:00;30/01/2025;24:00
029825;0;01/01/2025;00:00;30/01/2025;24:00
019741;0;01/01/2025;00:00;30/01/2025;24:00
032233;0;01/01/2025;00:00;30/01/2025;24:00
019881;0;01/01/2025;00:00;30/01/2025;24:00
030971;0;01/01/2025;00:00;30/01/2025;24:00
019903;0;01/01/2025;00:00;30/01/2025;24:00
032924;0;01/01/2025;00:00;30/01/2025;24:00
031047;0;01/01/2025;00:00;30/01/2025;24:00
031769;0;01/01/2025;00:00;30/01/2025;24:00
028542;0;01/01/2025;00:00;30/01/2025;24:00
029888;0;01/01/2025;00:00;30/01/2025;24:00
032827;0;01/01/2025;00:00;30/01/2025;24:00
030974;0;01/01/2025;00:00;30/01/2025;24:00
017854;0;01/01/2025;00:00;30/01/2025;24:00
031044;0;01/01/2025;00:00;30/01/2025;24:00
032898;0;01/01/2025;00:00;30/01/2025;24:00
029895;0;01/01/2025;00:00;30/01/2025;24:00
032909;0;01/01/2025;00:00;30/01/2025;24:00
030997;0;01/01/2025;00:00;30/01/2025;24:00
031058;0;01/01/2025;00:00;30/01/2025;24:00
029404;0;01/01/2025;00:00;30/01/2025;24:00
013654;0;01/01/2025;00:00;30/01/2025;24:00
033466;0;01/01/2025;00:00;30/01/2025;24:00
001753;0;01/01/2025;00:00;30/01/2025;24:00
030966;0;01/01/2025;00:00;30/01/2025;24:00
033284;0;01/01/2025;00:00;30/01/2025;24:00
014669;0;01/01/2025;00:00;30/01/2025;24:00
032888;0;01/01/2025;00:00;30/01/2025;24:00
028711;0;01/01/2025;00:00;30/01/2025;24:00
029833;0;01/01/2025;00:00;30/01/2025;24:00
032530;0;01/01/2025;00:00;30/01/2025;24:00
014057;0;01/01/2025;00:00;30/01/2025;24:00
029874;0;01/01/2025;00:00;30/01/2025;24:00
014154;0;01/01/2025;00:00;30/01/2025;24:00
028507;0;01/01/2025;00:00;30/01/2025;24:00
033473;0;01/01/2025;00:00;30/01/2025;24:00
030961;0;01/01/2025;00:00;30/01/2025;24:00
020618;0;01/01/2025;00:00;30/01/2025;24:00
028511;0;01/01/2025;00:00;30/01/2025;24:00
029846;0;01/01/2025;00:00;30/01/2025;24:00
030595;0;01/01/2025;00:00;30/01/2025;24:00
013778;0;01/01/2025;00:00;30/01/2025;24:00
028516;0;01/01/2025;00:00;30/01/2025;24:00
029857;0;01/01/2025;00:00;30/01/2025;24:00
014332;0;01/01/2025;00:00;30/01/2025;24:00
013093;0;01/01/2025;00:00;30/01/2025;24:00
028765;0;01/01/2025;00:00;30/01/2025;24:00
028573;0;01/01/2025;00:00;30/01/2025;24:00
029848;0;01/01/2025;00:00;30/01/2025;24:00
030972;0;01/01/2025;00:00;30/01/2025;24:00
014014;0;01/01/2025;00:00;30/01/2025;24:00
028716;0;01/01/2025;00:00;30/01/2025;24:00
032250;0;01/01/2025;00:00;30/01/2025;24:00
017064;0;01/01/2025;00:00;30/01/2025;24:00
024680;0;01/01/2025;00:00;30/01/2025;24:00
023250;0;01/01/2025;00:00;30/01/2025;24:00
028692;0;01/01/2025;00:00;30/01/2025;24:00
032234;0;01/01/2025;00:00;30/01/2025;24:00
028558;0;01/01/2025;00:00;30/01/2025;24:00
023072;0;01/01/2025;00:00;30/01/2025;24:00
001370;0;01/01/2025;00:00;30/01/2025;24:00
018427;0;01/01/2025;00:00;30/01/2025;24:00
030597;0;01/01/2025;00:00;30/01/2025;24:00
030598;0;01/01/2025;00:00;30/01/2025;24:00
028510;0;01/01/2025;00:00;30/01/2025;24:00
029399;0;01/01/2025;00:00;30/01/2025;24:00
029859;0;01/01/2025;00:00;30/01/2025;24:00
020227;0;01/01/2025;00:00;30/01/2025;24:00
028714;0;01/01/2025;00:00;30/01/2025;24:00
015380;0;01/01/2025;00:00;30/01/2025;24:00
031091;0;01/01/2025;00:00;30/01/2025;24:00
033460;0;01/01/2025;00:00;30/01/2025;24:00
029851;0;01/01/2025;00:00;30/01/2025;24:00
032223;0;01/01/2025;00:00;30/01/2025;24:00
028514;0;01/01/2025;00:00;30/01/2025;24:00
028653;0;01/01/2025;00:00;30/01/2025;24:00
015355;0;01/01/2025;00:00;30/01/2025;24:00
030600;0;01/01/2025;00:00;30/01/2025;24:00
032344;0;01/01/2025;00:00;30/01/2025;24:00
030601;0;01/01/2025;00:00;30/01/2025;24:00
014391;0;01/01/2025;00:00;30/01/2025;24:00
013697;0;01/01/2025;00:00;30/01/2025;24:00
029878;0;01/01/2025;00:00;30/01/2025;24:00
016718;0;01/01/2025;00:00;30/01/2025;24:00
030602;0;01/01/2025;00:00;30/01/2025;24:00
014260;0;01/01/2025;00:00;30/01/2025;24:00
028597;0;01/01/2025;00:00;30/01/2025;24:00
032895;0;01/01/2025;00:00;30/01/2025;24:00
029858;0;01/01/2025;00:00;30/01/2025;24:00
028737;0;01/01/2025;00:00;30/01/2025;24:00
033128;0;01/01/2025;00:00;30/01/2025;24:00
028708;0;01/01/2025;00:00;30/01/2025;24:00
016416;0;01/01/2025;00:00;30/01/2025;24:00
029842;0;01/01/2025;00:00;30/01/2025;24:00
032887;0;01/01/2025;00:00;30/01/2025;24:00
030604;0;01/01/2025;00:00;30/01/2025;24:00
029847;0;01/01/2025;00:00;30/01/2025;24:00
020642;0;01/01/2025;00:00;30/01/2025;24:00
030593;0;01/01/2025;00:00;30/01/2025;24:00
013611;0;01/01/2025;00:00;30/01/2025;24:00
030937;0;01/01/2025;00:00;30/01/2025;24:00
015363;0;01/01/2025;00:00;30/01/2025;24:00
015169;0;01/01/2025;00:00;30/01/2025;24:00
020286;0;01/01/2025;00:00;30/01/2025;24:00
013913;0;01/01/2025;00:00;30/01/2025;24:00
028689;0;01/01/2025;00:00;30/01/2025;24:00
030607;0;01/01/2025;00:00;30/01/2025;24:00
028502;0;01/01/2025;00:00;30/01/2025;24:00
029837;0;01/01/2025;00:00;30/01/2025;24:00
029980;0;01/01/2025;00:00;30/01/2025;24:00
013662;0;01/01/2025;00:00;30/01/2025;24:00
018966;0;01/01/2025;00:00;30/01/2025;24:00
013816;0;01/01/2025;00:00;30/01/2025;24:00
028545;0;01/01/2025;00:00;30/01/2025;24:00
029398;0;01/01/2025;00:00;30/01/2025;24:00
029406;0;01/01/2025;00:00;30/01/2025;24:00
029866;0;01/01/2025;00:00;30/01/2025;24:00
032312;0;01/01/2025;00:00;30/01/2025;24:00
029881;0;01/01/2025;00:00;30/01/2025;24:00
020502;0;01/01/2025;00:00;30/01/2025;24:00
033476;0;01/01/2025;00:00;30/01/2025;24:00
028718;0;01/01/2025;00:00;30/01/2025;24:00
030608;0;01/01/2025;00:00;30/01/2025;24:00
033517;0;01/01/2025;00:00;30/01/2025;24:00
024672;0;01/01/2025;00:00;30/01/2025;24:00
028515;0;01/01/2025;00:00;30/01/2025;24:00
015100;0;01/01/2025;00:00;30/01/2025;24:00
029852;0;01/01/2025;00:00;30/01/2025;24:00
032222;0;01/01/2025;00:00;30/01/2025;24:00
028449;0;02/01/2025;00:00;31/01/2025;24:00
033024;0;06/01/2025;00:00;04/02/2025;24:00
022491;0;02/01/2025;00:00;31/01/2025;24:00
032521;0;06/01/2025;00:00;04/02/2025;24:00
028505;0;01/01/2025;00:00;30/01/2025;24:00
032894;0;01/01/2025;00:00;30/01/2025;24:00
032889;0;01/01/2025;00:00;30/01/2025;24:00
019539;0;01/01/2025;00:00;30/01/2025;24:00
032901;0;01/01/2025;00:00;30/01/2025;24:00
029442;0;01/01/2025;00:00;30/01/2025;24:00
033474;0;01/01/2025;00:00;30/01/2025;24:00
013590;0;01/01/2025;00:00;30/01/2025;24:00
028519;0;01/01/2025;00:00;30/01/2025;24:00
032375;0;01/01/2025;00:00;30/01/2025;24:00
028713;0;01/01/2025;00:00;30/01/2025;24:00
032225;0;01/01/2025;00:00;30/01/2025;24:00
030471;0;01/01/2025;00:00;30/01/2025;24:00
031034;0;01/01/2025;00:00;30/01/2025;24:00
029855;0;01/01/2025;00:00;30/01/2025;24:00
017528;0;01/01/2025;00:00;30/01/2025;24:00
029835;0;01/01/2025;00:00;30/01/2025;24:00
028547;0;01/01/2025;00:00;30/01/2025;24:00
032783;0;01/01/2025;00:00;30/01/2025;24:00
028503;0;01/01/2025;00:00;30/01/2025;24:00
032546;0;01/01/2025;00:00;30/01/2025;24:00
014677;0;01/01/2025;00:00;30/01/2025;24:00
019059;0;01/01/2025;00:00;30/01/2025;24:00
033475;0;01/01/2025;00:00;30/01/2025;24:00
029834;0;01/01/2025;00:00;30/01/2025;24:00
028508;0;01/01/2025;00:00;30/01/2025;24:00
033465;0;01/01/2025;00:00;30/01/2025;24:00
012119;0;01/01/2025;00:00;30/01/2025;24:00
030610;0;01/01/2025;00:00;30/01/2025;24:00
018192;0;01/01/2025;00:00;30/01/2025;24:00
030612;0;01/01/2025;00:00;30/01/2025;24:00
030987;0;01/01/2025;00:00;30/01/2025;24:00
032891;0;01/01/2025;00:00;30/01/2025;24:00
030964;0;01/01/2025;00:00;30/01/2025;24:00
031621;0;01/01/2025;00:00;30/01/2025;24:00
028408;0;01/01/2025;00:00;30/01/2025;24:00
032216;0;01/01/2025;00:00;30/01/2025;24:00
013620;0;01/01/2025;00:00;30/01/2025;24:00
013840;0;01/01/2025;00:00;30/01/2025;24:00
029983;0;06/01/2025;00:00;04/02/2025;24:00
032535;0;03/01/2025;00:00;20/01/2025;24:00
032799;0;06/01/2025;00:00;04/02/2025;24:00
028489;0;02/01/2025;00:00;31/01/2025;24:00
030904;0;06/01/2025;00:00;04/02/2025;24:00
032913;0;02/01/2025;00:00;31/01/2025;24:00
030157;0;02/01/2025;00:00;31/01/2025;24:00
032430;0;06/01/2025;00:00;04/02/2025;24:00
033285;0;01/01/2025;00:00;30/01/2025;24:00
021070;0;06/01/2025;00:00;04/02/2025;24:00
029789;0;10/01/2025;00:00;08/02/2025;24:00
033038;0;13/01/2025;00:00;11/02/2025;24:00
028439;0;06/01/2025;00:00;25/01/2025;24:00
033064;0;07/01/2025;00:00;16/01/2025;24:00
033405;0;06/01/2025;00:00;04/02/2025;24:00
033322;0;20/01/2025;00:00;18/02/2025;24:00
022467;0;06/01/2025;00:00;20/01/2025;24:00
028755;0;06/01/2025;00:00;20/01/2025;24:00
031781;0;07/01/2025;00:00;05/02/2025;24:00
031252;0;06/01/2025;00:00;04/02/2025;24:00
031388;0;06/01/2025;00:00;04/02/2025;24:00
021320;0;15/01/2025;00:00;13/02/2025;24:00
032324;0;06/01/2025;00:00;25/01/2025;24:00
029797;0;21/01/2025;00:00;04/02/2025;24:00
027227;0;02/01/2025;00:00;31/01/2025;24:00
032537;0;09/01/2025;00:00;07/02/2025;24:00
030984;0;20/01/2025;00:00;18/02/2025;24:00
033404;0;20/02/2025;00:00;01/03/2025;24:00
028425;0;20/01/2025;00:00;18/02/2025;24:00
029659;0;16/01/2025;00:00;30/01/2025;24:00
028456;0;15/01/2025;00:00;13/02/2025;24:00
021983;0;15/01/2025;00:00;13/02/2025;24:00
030988;0;02/02/2025;00:00;16/02/2025;24:00
032228;0;20/01/2025;00:00;18/02/2025;24:00
033420;0;20/01/2025;00:00;18/02/2025;24:00
003543;0;20/01/2025;00:00;18/02/2025;24:00
028764;0;15/01/2025;00:00;13/02/2025;24:00
029427;0;15/01/2025;00:00;13/02/2025;24:00
029675;0;15/01/2025;00:00;13/02/2025;24:00
029428;0;15/01/2025;00:00;13/02/2025;24:00
028470;0;15/01/2025;00:00;13/02/2025;24:00
021789;0;20/01/2025;00:00;18/02/2025;24:00
032534;0;01/02/2025;00:00;02/03/2025;24:00
031001;0;30/01/2025;00:00;28/02/2025;24:00
031520;0;03/02/2025;00:00;04/03/2025;24:00
018362;0;15/02/2025;00:00;16/03/2025;24:00
028431;0;03/02/2025;00:00;12/02/2025;24:00
012534;0;16/01/2025;00:00;14/02/2025;24:00
032899;0;12/02/2025;00:00;26/02/2025;24:00
030007;0;03/02/2025;00:00;04/03/2025;24:00
033532;0;03/02/2025;00:00;04/03/2025;24:00
028587;0;25/01/2025;00:00;23/02/2025;24:00
031781;0;06/02/2025;00:00;07/03/2025;24:00
029408;0;17/02/2025;00:00;18/03/2025;24:00
031270;0;17/02/2025;00:00;18/03/2025;24:00
028395;0;03/02/2025;00:00;04/03/2025;24:00
033608;0;10/02/2025;00:00;11/03/2025;24:00
029432;0;31/01/2025;00:00;01/03/2025;24:00
033455;0;18/02/2025;00:00;19/03/2025;24:00
029823;0;17/02/2025;00:00;18/03/2025;24:00
031353;0;17/02/2025;00:00;18/03/2025;24:00
028448;0;17/02/2025;00:00;18/03/2025;24:00
031257;0;17/02/2025;00:00;18/03/2025;24:00
021975;0;17/02/2025;00:00;18/03/2025;24:00
029785;0;10/02/2025;00:00;24/02/2025;24:00
029810;0;17/02/2025;00:00;18/03/2025;24:00
030100;0;13/02/2025;00:00;14/03/2025;24:00
031325;0;14/02/2025;00:00;28/02/2025;24:00
029734;0;06/01/2025;00:00;04/02/2025;24:00
003241;0;06/01/2025;00:00;20/01/2025;24:00
031524;0;06/01/2025;00:00;04/02/2025;24:00
029395;0;06/01/2025;00:00;04/02/2025;24:00
033345;0;06/01/2025;00:00;04/02/2025;24:00
033308;0;02/01/2025;00:00;31/01/2025;24:00
028458;0;20/01/2025;00:00;18/02/2025;24:00
000935;0;06/01/2025;00:00;04/02/2025;24:00
017390;0;06/01/2025;00:00;04/02/2025;24:00
032374;0;06/01/2025;00:00;20/01/2025;24:00
029804;0;17/01/2025;00:00;31/01/2025;24:00
030985;0;01/01/2025;00:00;30/01/2025;24:00
032553;0;02/01/2025;00:00;31/01/2025;24:00
030939;0;06/01/2025;00:00;04/02/2025;24:00
029411;0;06/01/2025;00:00;04/02/2025;24:00
031011;0;06/01/2025;00:00;04/02/2025;24:00
031339;0;02/01/2025;00:00;31/01/2025;24:00
028476;0;07/01/2025;00:00;21/01/2025;24:00
021827;0;02/01/2025;00:00;31/01/2025;24:00
030949;0;02/01/2025;00:00;31/01/2025;24:00
030935;0;06/01/2025;00:00;25/01/2025;24:00
029809;0;02/01/2025;00:00;31/01/2025;24:00
032524;0;07/01/2025;00:00;05/02/2025;24:00
021061;0;13/01/2025;00:00;11/02/2025;24:00
029676;0;20/01/2025;00:00;18/02/2025;24:00
